Nom,Insee,cp,arr,Canton,epci,pop,lat,long,alti,surf
Cuguen,35092,35270,4,Combourg,CC Bretagne Romantique,830,48.44944,-1.6625,107,23.85
Dinard,35093,35800,4,Saint-Malo-2,CC Côte d'Emeraude,10407,48.63361,-2.06139,28,7.56
Dingé,35094,35440,4,Combourg,CC Bretagne Romantique,1690,48.35806,-1.71389,90,53.62
Dol-de-Bretagne,35095,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,5786,48.54833,-1.74861,15,15.52
Domagné,35096,35113,1,Châteaugiron,CA Vitré Communauté,2439,48.06944,-1.39139,80,29.32
Domalain,35097,35680,1,La Guerche-de-Bretagne,CA Vitré Communauté,2050,47.99528,-1.24139,100,33.66
la Dominelais,35098,35390,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1414,47.76333,-1.68778,57,32.56
Domloup,35099,35410,3,Châteaugiron,CC Pays de Châteaugiron Communauté,3839,48.06167,-1.52111,60,18.76
Dourdain,35101,35450,3,Liffré,CC Liffré-Cormier Communauté,1225,48.19194,-1.3675,74,13.95
Drouges,35102,35130,1,La Guerche-de-Bretagne,CA Vitré Communauté,503,47.90306,-1.26417,76,11.76
Eancé,35103,35640,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,430,47.8225,-1.2425,74,16.72
Epiniac,35104,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1423,48.51083,-1.69611,45,24.51
Erbrée,35105,35500,1,Vitré,CA Vitré Communauté,1713,48.09889,-1.12278,121,35.92
Ercé-en-Lamée,35106,35620,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1568,47.83167,-1.55778,70,39.36
Ercé-près-Liffré,35107,35340,3,Liffré,CC Liffré-Cormier Communauté,2010,48.25555,-1.51472,60,15.89
Essé,35108,35150,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,1028,47.95806,-1.42333,50,23.46
Étrelles,35109,35370,1,La Guerche-de-Bretagne,CA Vitré Communauté,2670,48.05972,-1.19139,90,27.95
Feins,35110,35440,3,Val-Couesnon,CC Val d'Ille-Aubigné,1066,48.32806,-1.64056,100,20.31
le Ferré,35111,35420,1,Fougères-2,CA Fougères Agglomération,727,48.49333,-1.29444,136,17.45
Forges-la-Forêt,35114,35640,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,265,47.86083,-1.27611,93,6.08
Fougères,35115,35133,1,Fougères,CA Fougères Agglomération,20602,48.35278,-1.20139,90,10.44
la Fresnais,35116,35111,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,2508,48.59722,-1.84056,7,14.38
Gaël,35117,35290,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,1617,48.1325,-2.21917,80,52.94
Gahard,35118,35490,3,Val-Couesnon,CC Val d'Ille-Aubigné,1523,48.29806,-1.51861,80,25.07
Gennes-sur-Seiche,35119,35370,1,La Guerche-de-Bretagne,CA Vitré Communauté,943,47.98861,-1.12333,70,18.59
Gévezé,35120,35850,3,Melesse,Rennes Métropole,5987,48.21972,-1.78917,70,27.74
Gosné,35121,35140,3,Fougères-1,CC Liffré-Cormier Communauté,2098,48.24528,-1.46222,103,18.38
la Gouesnière,35122,35350,4,Saint-Malo-1,CA du Pays de Saint Malo Agglomération,2000,48.60722,-1.89389,19,8.85
Goven,35123,35580,2,Guichen,CC Vallons de Haute-Bretagne Communauté,4326,48.00639,-1.84556,100,40.16
Grand-Fougeray,35124,35390,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,2523,47.72445,-1.73194,62,55.32
la Guerche-de-Bretagne,35125,35130,1,La Guerche-de-Bretagne,CA Vitré Communauté,4450,47.94333,-1.23083,80,11.69
Guichen,35126,35580,2,Guichen,CC Vallons de Haute-Bretagne Communauté,9203,47.96861,-1.79639,75,43.12
Guignen,35127,35580,2,Guichen,CC Vallons de Haute-Bretagne Communauté,4149,47.92028,-1.86028,73,53.24
Guipel,35128,35440,3,Melesse,CC Val d'Ille-Aubigné,1735,48.29722,-1.71972,80,25.48
Guipry-Messac,35176,35480,2,Redon,CC Vallons de Haute-Bretagne Communauté,7243,47.82528,-1.84167,40,50.72
Hédé-Bazouges,35130,35630,4,Melesse,CC Bretagne Romantique,2273,48.29361,-1.80056,94,22.77
l'Hermitage,35131,35590,3,Le Rheu,Rennes Métropole,4683,48.12583,-1.81611,51,6.84
Hirel,35132,35120,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,1384,48.60583,-1.80028,8,9.93
Iffendic,35133,35750,3,Montfort-sur-Meu,CC Montfort Communauté,4603,48.13,-2.03278,50,74.89
les Iffs,35134,35630,4,Combourg,CC Bretagne Romantique,274,48.28806,-1.86528,120,4.54
Irodouër,35135,35850,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,2308,48.24917,-1.94944,100,23.59
Janzé,35136,35150,1,Janzé,Roche aux Fées Communauté,8618,47.96111,-1.49556,91,41.62
Javené,35137,35133,1,Fougères-1,CA Fougères Agglomération,2185,48.32028,-1.21528,90,18.52
Laignelet,35138,35133,1,Fougères-2,CA Fougères Agglomération,1217,48.37139,-1.14833,170,15.07
Laillé,35139,35890,3,Bruz,Rennes Métropole,5154,47.97833,-1.71917,100,32.12
Lalleu,35140,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,581,47.85556,-1.50972,59,15.47
Landavran,35141,35450,1,Vitré,CA Vitré Communauté,682,48.15805,-1.28861,110,5.2
Landéan,35142,35133,1,Fougères-2,CA Fougères Agglomération,1225,48.41528,-1.15139,145,28.34
Landujan,35143,35360,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,930,48.25,-1.99528,100,14.46
Langan,35144,35850,3,Montauban-de-Bretagne,Rennes Métropole,1090,48.245,-1.85167,100,7.78
Langon,35145,35660,2,Redon,CA Redon Agglomération,1393,47.72,-1.84833,20,36.58
Langouet,35146,35630,3,Melesse,CC Val d'Ille-Aubigné,610,48.24722,-1.82139,80,7.13
Lanrigan,35148,35270,4,Combourg,CC Bretagne Romantique,144,48.39528,-1.69833,71,4.04
Lassy,35149,35580,2,Guichen,CC Vallons de Haute-Bretagne Communauté,1817,47.97972,-1.87056,90,9.88
Lécousse,35150,35133,1,Fougères-1,CA Fougères Agglomération,3423,48.36722,-1.21778,160,11.1
Les Portes du Coglais,35191,35460,1,Val-Couesnon,CC Couesnon Marches de Bretagne,2235,48.44278,-1.30889,152,15.56
Lieuron,35151,35550,2,Redon,CA Redon Agglomération,802,47.85222,-1.94306,40,16.97
Liffré,35152,35340,3,Liffré,CC Liffré-Cormier Communauté,8987,48.21417,-1.50667,97,66.97
Lillemer,35153,35111,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,383,48.565,-1.86333,13,3.81
Livré-sur-Changeon,35154,35450,3,Fougères-1,CC Liffré-Cormier Communauté,1737,48.2175,-1.34083,115,26.82
Lohéac,35155,35550,2,Redon,CC Vallons de Haute-Bretagne Communauté,700,47.86583,-1.88167,46,5.23
Longaulnay,35156,35190,4,Combourg,CC Bretagne Romantique,598,48.30972,-1.93833,100,7.64
le Loroux,35157,35133,1,Fougères-2,CA Fougères Agglomération,618,48.39556,-1.06417,168,11.46
Lourmais,35159,35270,4,Combourg,CC Bretagne Romantique,335,48.44972,-1.7275,95,7.26
Loutehel,35160,35330,2,Guichen,CC Vallons de Haute-Bretagne Communauté,235,47.93639,-2.07944,60,7.25
Louvigné-de-Bais,35161,35680,1,Châteaugiron,CA Vitré Communauté,1874,48.04639,-1.33028,82,15.7
Louvigné-du-Désert,35162,35420,1,Fougères-2,CA Fougères Agglomération,3352,48.48139,-1.12111,174,42.28
Luitré-Dompierre,35163,35133,1,Fougères-2,CA Fougères Agglomération,1844,48.28472,-1.11861,140,29.36
Maen-Roch,35257,35460,1,Val-Couesnon,CC Couesnon Marches de Bretagne,5093,48.41139,-1.36556,110,16.6
Marcillé-Raoul,35164,35560,1,Val-Couesnon,CC Couesnon Marches de Bretagne,737,48.38722,-1.60556,50,22.26
Marcillé-Robert,35165,35240,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,994,47.95167,-1.35528,59,20.49
Marpiré,35166,35220,1,Vitré,CA Vitré Communauté,1013,48.14167,-1.33944,108,11.3
Martigné-Ferchaud,35167,35640,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,2632,47.83167,-1.31806,80,74.89
Maxent,35169,35380,3,Montfort-sur-Meu,CC Brocéliande Communauté,1457,47.98389,-2.03167,120,40.21
Mecé,35170,35450,1,Vitré,CA Vitré Communauté,613,48.23583,-1.30083,119,16.24
Médréac,35171,35360,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,1845,48.26778,-2.06333,90,35.29
Meillac,35172,35270,4,Combourg,CC Bretagne Romantique,1975,48.41139,-1.81139,45,32.61
Melesse,35173,35520,3,Melesse,CC Val d'Ille-Aubigné,7400,48.21695,-1.69639,81,32.74
Mellé,35174,35420,1,Fougères-2,CA Fougères Agglomération,648,48.48861,-1.18833,192,15.82
Mernel,35175,35330,2,Guichen,CC Vallons de Haute-Bretagne Communauté,1017,47.89778,-1.96806,60,16.76
Mesnil-Roc'h,35308,35720,4,Combourg,CC Bretagne Romantique,4457,48.4475,-1.91333,71,29.87
la Mézière,35177,35520,3,Melesse,CC Val d'Ille-Aubigné,4935,48.21833,-1.75417,100,16.49
Mézières-sur-Couesnon,35178,35140,3,Fougères-1,CC Liffré-Cormier Communauté,1735,48.29583,-1.43083,90,25.32
Miniac-Morvan,35179,35540,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,4379,48.51472,-1.89833,37,31.62
Miniac-sous-Bécherel,35180,35190,3,Montauban-de-Bretagne,Rennes Métropole,788,48.28528,-1.93083,159,13.6
le Minihic-sur-Rance,35181,35870,4,Saint-Malo-2,CC Côte d'Emeraude,1499,48.57861,-2.01194,40,3.86
Mondevert,35183,35370,1,Vitré,CA Vitré Communauté,806,48.08417,-1.0975,120,5.11
Mont-Dol,35186,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1076,48.56944,-1.7675,61,26.45
Montauban-de-Bretagne,35184,35360,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,6574,48.20028,-2.04667,70,43.79
Montautour,35185,35210,1,Vitré,CA Vitré Communauté,268,48.205,-1.14639,180,6.91
Monterfil,35187,35160,3,Montfort-sur-Meu,CC Brocéliande Communauté,1352,48.06472,-1.97944,90,17.31
Montfort-sur-Meu,35188,35160,3,Montfort-sur-Meu,CC Montfort Communauté,6767,48.13694,-1.95333,38,14.03
Montgermont,35189,35760,3,Betton,Rennes Métropole,3777,48.15472,-1.71583,55,4.61
Monthault,35190,35420,1,Fougères-2,CA Fougères Agglomération,250,48.51111,-1.18,160,8.33
Montreuil-des-Landes,35192,35210,1,Vitré,CA Vitré Communauté,235,48.2475,-1.22444,110,9.39
Montreuil-le-Gast,35193,35520,3,Melesse,CC Val d'Ille-Aubigné,2048,48.24528,-1.72278,100,9.17
Montreuil-sous-Pérouse,35194,35500,1,Vitré,CA Vitré Communauté,1041,48.14944,-1.23444,70,16.17
Montreuil-sur-Ille,35195,35440,3,Val-Couesnon,CC Val d'Ille-Aubigné,2419,48.3075,-1.66917,60,15.3
Mordelles,35196,35310,3,Le Rheu,Rennes Métropole,7831,48.0725,-1.84806,40,30.37
Mouazé,35197,35250,3,Val-Couesnon,CC Val d'Ille-Aubigné,1728,48.23083,-1.60806,50,8.34
Moulins,35198,35680,1,La Guerche-de-Bretagne,CA Vitré Communauté,716,48.00167,-1.37083,56,15.43
Moussé,35199,35130,1,La Guerche-de-Bretagne,CA Vitré Communauté,310,47.925,-1.26972,60,3.45
Moutiers,35200,35130,1,La Guerche-de-Bretagne,CA Vitré Communauté,905,47.9675,-1.21056,70,17.85
Muel,35201,35290,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,912,48.12722,-2.15444,53,29.31
la Noë-Blanche,35202,35470,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1007,47.80361,-1.74,55,23.14
la Nouaye,35203,35137,3,Montfort-sur-Meu,CC Montfort Communauté,357,48.16167,-1.97889,50,2.75
Nouvoitou,35204,35410,3,Janzé,Rennes Métropole,3732,48.04083,-1.54611,60,19.43
Noyal-Châtillon-sur-Seiche,35206,35230,3,Bruz,Rennes Métropole,7995,48.04278,-1.66194,25,26.33
Noyal-sous-Bazouges,35205,35560,1,Val-Couesnon,CC Couesnon Marches de Bretagne,382,48.41389,-1.62556,70,15.01
Noyal-sur-Vilaine,35207,35530,3,Châteaugiron,CC Pays de Châteaugiron Communauté,6250,48.11417,-1.52194,73,31.32
Orgères,35208,35230,3,Janzé,Rennes Métropole,5602,47.99694,-1.66889,54,16.78
Pacé,35210,35740,3,Rennes-6,Rennes Métropole,11815,48.1475,-1.77167,60,35.16
Paimpont,35211,35380,3,Montfort-sur-Meu,CC Brocéliande Communauté,1778,48.01917,-2.16861,150,110.36
Pancé,35212,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1171,47.88278,-1.66167,97,19.73
Parcé,35214,35210,1,Fougères-1,CA Fougères Agglomération,652,48.27389,-1.19944,110,17.22
Parigné,35215,35133,1,Fougères-2,CA Fougères Agglomération,1301,48.42917,-1.18944,150,20.19
Parthenay-de-Bretagne,35216,35850,3,Melesse,Rennes Métropole,1802,48.19139,-1.83,80,4.89
le Pertre,35217,35370,1,La Guerche-de-Bretagne,CA Vitré Communauté,1372,48.03417,-1.03583,150,43.59
le Petit-Fougeray,35218,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,886,47.92833,-1.60694,100,9.1
Pipriac,35219,35550,2,Redon,CA Redon Agglomération,3871,47.80806,-1.94667,60,49.4
Piré-Chancé,35220,35150,3,Châteaugiron,CC Pays de Châteaugiron Communauté,3177,48.0075,-1.42917,52,36.58
Pléchâtel,35221,35470,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,2796,47.89556,-1.74972,67,36.21
Pleine-Fougères,35222,35610,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1978,48.53361,-1.56278,40,32.6
Plélan-le-Grand,35223,35380,3,Montfort-sur-Meu,CC Brocéliande Communauté,4063,48.00222,-2.09806,130,50.28
Plerguer,35224,35540,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,2871,48.52917,-1.84694,25,20.38
Plesder,35225,35720,4,Combourg,CC Bretagne Romantique,778,48.41222,-1.92167,76,11.15
Pleugueneuc,35226,35720,4,Combourg,CC Bretagne Romantique,2063,48.39722,-1.90111,67,24.84
Pleumeleuc,35227,35137,3,Montfort-sur-Meu,CC Montfort Communauté,3535,48.18389,-1.91722,85,19.69
Pleurtuit,35228,35730,4,Saint-Malo-2,CC Côte d'Emeraude,7064,48.57806,-2.05861,62,28.9
Pocé-les-Bois,35229,35500,1,Vitré,CA Vitré Communauté,1317,48.11555,-1.24972,65,14.96
Poilley,35230,35420,1,Fougères-2,CA Fougères Agglomération,380,48.46611,-1.26167,170,10.78
Poligné,35231,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1245,47.88806,-1.68611,60,9.54
Pont-Péan,35363,35131,3,Bruz,Rennes Métropole,4289,48.01361,-1.70222,40,8.76
Princé,35232,35210,1,Vitré,CA Vitré Communauté,398,48.21639,-1.08889,150,12.31
Québriac,35233,35190,4,Combourg,CC Bretagne Romantique,1590,48.34472,-1.82472,50,20.77
Quédillac,35234,35290,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,1272,48.25028,-2.13889,90,26.73
Rannée,35235,35130,1,La Guerche-de-Bretagne,CA Vitré Communauté,1081,47.925,-1.23972,75,52.62
Redon,35236,35600,2,Redon,CA Redon Agglomération,9336,47.65389,-2.07944,50,15.38
Renac,35237,35660,2,Redon,CA Redon Agglomération,1032,47.72083,-1.975,40,26.25
Rennes [4],35238,35000,3,Rennes,Rennes Métropole,227830,48.10778,-1.68028,35,50.48
Retiers,35239,35240,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,4553,47.91472,-1.37944,59,42.16
le Rheu,35240,35650,3,Le Rheu,Rennes Métropole,9823,48.08028,-1.77278,30,19.24
la Richardais,35241,35780,4,Saint-Malo-2,CC Côte d'Emeraude,2624,48.60722,-2.03306,18,3.21
Rimou,35242,35560,1,Val-Couesnon,CC Couesnon Marches de Bretagne,350,48.39861,-1.51056,30,13.58
Rives-du-Couesnon,35282,35140,1,Fougères-1,CA Fougères Agglomération,2919,48.29056,-1.36694,52,18.56
Romagné,35243,35133,1,Fougères-1,CA Fougères Agglomération,2434,48.34278,-1.275,114,27.06
Romazy,35244,35490,1,Val-Couesnon,CC Couesnon Marches de Bretagne,275,48.37556,-1.49611,60,7.19
Romillé,35245,35850,3,Montauban-de-Bretagne,Rennes Métropole,4154,48.21528,-1.89111,102,29.02
Roz-Landrieux,35246,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1376,48.54445,-1.81472,20,18.11
Roz-sur-Couesnon,35247,35610,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1036,48.58972,-1.59139,8,26.14
Sains,35248,35610,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,457,48.55361,-1.58528,65,10.48
Saint-Armel,35250,35230,3,Janzé,Rennes Métropole,2344,48.01167,-1.59056,40,7.88
Saint-Aubin-d'Aubigné,35251,35250,3,Val-Couesnon,CC Val d'Ille-Aubigné,4231,48.2625,-1.60611,90,23.39
Saint-Aubin-des-Landes,35252,35500,1,Vitré,CA Vitré Communauté,923,48.09389,-1.29583,60,10.33
Saint-Aubin-du-Cormier,35253,35140,3,Fougères-1,CC Liffré-Cormier Communauté,4145,48.26056,-1.39806,112,27.6
Saint-Benoît-des-Ondes,35255,35114,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,966,48.61861,-1.85056,8,2.89
Saint-Briac-sur-Mer,35256,35800,4,Saint-Malo-2,CC Côte d'Emeraude,2228,48.61945,-2.13139,19,8.07
Saint-Brieuc-des-Iffs,35258,35630,4,Combourg,CC Bretagne Romantique,323,48.29167,-1.85028,78,8.24
Saint-Broladre,35259,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,1166,48.58639,-1.65778,7,24.29
Saint-Christophe-de-Valains,35261,35140,1,Fougères-1,CA Fougères Agglomération,230,48.34306,-1.44611,73,3.29
Saint-Christophe-des-Bois,35260,35210,1,Vitré,CA Vitré Communauté,562,48.22611,-1.24472,129,9.28
Saint-Coulomb,35263,35350,4,Saint-Malo-1,CA du Pays de Saint Malo Agglomération,2970,48.67639,-1.91139,40,18.07
Saint-Didier,35264,35220,1,Châteaugiron,CA Vitré Communauté,2030,48.09472,-1.37111,70,14.24
Saint-Domineuc,35265,35190,4,Combourg,CC Bretagne Romantique,2587,48.3725,-1.87472,35,15.82
Saint-Erblon,35266,35230,3,Janzé,Rennes Métropole,3615,48.01944,-1.65139,30,10.93
Saint-Ganton,35268,35550,2,Redon,CA Redon Agglomération,414,47.75361,-1.8825,70,14.23
Saint-Georges-de-Gréhaigne,35270,35610,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,377,48.56805,-1.54806,20,12.29
Saint-Georges-de-Reintembault,35271,35420,1,Fougères-2,CA Fougères Agglomération,1524,48.50917,-1.24194,135,31.62
Saint-Germain-du-Pinel,35272,35370,1,La Guerche-de-Bretagne,CA Vitré Communauté,1007,48.01139,-1.16417,94,11.29
Saint-Germain-en-Coglès,35273,35133,1,Val-Couesnon,CC Couesnon Marches de Bretagne,2091,48.40611,-1.26306,124,32.65
Saint-Germain-sur-Ille,35274,35250,3,Melesse,CC Val d'Ille-Aubigné,1023,48.24805,-1.6575,80,3.71
Saint-Gilles,35275,35590,3,Melesse,Rennes Métropole,5489,48.15306,-1.82833,50,21.0
Saint-Gondran,35276,35630,3,Melesse,CC Val d'Ille-Aubigné,629,48.26694,-1.83389,110,4.44
Saint-Gonlay,35277,35750,3,Montfort-sur-Meu,CC Montfort Communauté,381,48.11472,-2.06417,62,9.24
Saint-Grégoire,35278,35760,3,Betton,Rennes Métropole,9992,48.15278,-1.68028,32,17.64
Saint-Guinoux,35279,35430,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,1247,48.57528,-1.88278,10,6.5
Saint-Hilaire-des-Landes,35280,35140,1,Val-Couesnon,CC Couesnon Marches de Bretagne,1032,48.35111,-1.35806,110,18.54
Saint-Jacques-de-la-Lande,35281,35136,3,Rennes-5,Rennes Métropole,13593,48.06861,-1.72056,34,12.32
Saint-Jean-sur-Vilaine,35283,35220,1,Châteaugiron,CA Vitré Communauté,1376,48.11611,-1.36028,77,10.82
Saint-Jouan-des-Guérets,35284,35430,4,Saint-Malo-2,CA du Pays de Saint Malo Agglomération,2816,48.59889,-1.9725,46,9.18
Saint-Just,35285,35550,2,Redon,CA Redon Agglomération,1103,47.76583,-1.96111,70,28.03
Saint-Léger-des-Prés,35286,35270,4,Combourg,CC Bretagne Romantique,295,48.395,-1.65083,50,5.6
Saint-Lunaire,35287,35800,4,Saint-Malo-2,CC Côte d'Emeraude,2647,48.63361,-2.10778,21,10.43
Saint-M'Hervé,35300,35500,1,Vitré,CA Vitré Communauté,1357,48.1775,-1.11722,116,31.22
Saint-Malo,35288,35400,4,Saint-Malo,CA du Pays de Saint Malo Agglomération,47255,48.63472,-2.01167,30,36.57
Saint-Malo-de-Phily,35289,35480,2,Redon,CC Vallons de Haute-Bretagne Communauté,1074,47.87778,-1.78694,80,18.75
Saint-Malon-sur-Mel,35290,35750,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,613,48.09333,-2.09667,80,16.26
Saint-Marc-le-Blanc,35292,35460,1,Val-Couesnon,CC Couesnon Marches de Bretagne,1567,48.36444,-1.40861,100,17.79
Saint-Marcan,35291,35120,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,432,48.58833,-1.635,40,7.64
Saint-Maugan,35295,35750,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,518,48.135,-2.0825,60,8.57
Saint-Médard-sur-Ille,35296,35250,3,Melesse,CC Val d'Ille-Aubigné,1350,48.27194,-1.65694,80,18.4
Saint-Méen-le-Grand,35297,35290,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,4642,48.1875,-2.18778,107,18.47
Saint-Méloir-des-Ondes,35299,35350,4,Saint-Malo-1,CA du Pays de Saint Malo Agglomération,4666,48.63889,-1.90222,50,28.99
Saint-Onen-la-Chapelle,35302,35290,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,1121,48.17833,-2.17056,100,25.01
Saint-Ouen-des-Alleux,35304,35140,1,Fougères-1,CA Fougères Agglomération,1308,48.32833,-1.42333,85,15.42
Saint-Péran,35305,35380,3,Montfort-sur-Meu,CC Brocéliande Communauté,415,48.05444,-2.05583,130,9.39
Saint-Père,35306,35430,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,2399,48.58861,-1.92417,50,18.81
Saint-Pern,35307,35190,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,1003,48.28806,-1.98806,100,12.13
Saint-Rémy-du-Plain,35309,35560,1,Val-Couesnon,CC Couesnon Marches de Bretagne,808,48.36917,-1.56917,100,14.72
Saint-Sauveur-des-Landes,35310,35133,1,Fougères-1,CA Fougères Agglomération,1565,48.34139,-1.3125,115,18.89
Saint-Séglin,35311,35330,2,Guichen,CC Vallons de Haute-Bretagne Communauté,600,47.85389,-2.005,50,9.49
Saint-Senoux,35312,35580,2,Guichen,CC Vallons de Haute-Bretagne Communauté,1836,47.90528,-1.78861,70,18.18
Saint-Suliac,35314,35430,4,Dol-de-Bretagne,CA du Pays de Saint Malo Agglomération,977,48.57056,-1.97278,21,4.82
Saint-Sulpice-des-Landes,35316,35390,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,827,47.76694,-1.62417,40,11.38
Saint-Sulpice-la-Forêt,35315,35250,3,Liffré,Rennes Métropole,1557,48.21778,-1.57833,60,6.82
Saint-Symphorien,35317,35630,3,Melesse,CC Val d'Ille-Aubigné,613,0.84285,-0.03185,0,7.5
Saint-Thual,35318,35190,4,Combourg,CC Bretagne Romantique,999,48.33694,-1.93361,83,11.55
Saint-Thurial,35319,35310,3,Montfort-sur-Meu,CC Brocéliande Communauté,2165,48.02917,-1.9275,60,18.13
Saint-Uniac,35320,35360,3,Montauban-de-Bretagne,CC de Saint-Méen Montauban,512,48.17389,-2.02639,64,6.88
Sainte-Anne-sur-Vilaine,35249,35390,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1032,47.73278,-1.825,30,28.75
Sainte-Colombe,35262,35134,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,364,47.88806,-1.45472,80,7.76
Sainte-Marie,35294,35600,2,Redon,CA Redon Agglomération,2249,47.69361,-2.00333,50,25.07
Saulnières,35321,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,798,47.91583,-1.58861,97,10.58
le Sel-de-Bretagne,35322,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1102,47.89639,-1.60972,70,8.58
la Selle-en-Luitré,35324,35133,1,Fougères-2,CA Fougères Agglomération,618,48.31028,-1.12583,100,8.58
la Selle-Guerchaise,35325,35130,1,La Guerche-de-Bretagne,CA Vitré Communauté,153,47.94417,-1.17222,74,2.25
Sens-de-Bretagne,35326,35490,3,Val-Couesnon,CC Val d'Ille-Aubigné,2620,48.33167,-1.53528,83,31.17
Servon-sur-Vilaine,35327,35530,3,Châteaugiron,CC Pays de Châteaugiron Communauté,4032,48.12028,-1.45944,50,15.35
Sixt-sur-Aff,35328,35550,2,Redon,CA Redon Agglomération,2222,47.77667,-2.07778,47,43.29
Sougéal,35329,35610,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,544,48.51028,-1.5225,50,14.4
Taillis,35330,35500,1,Vitré,CA Vitré Communauté,1036,48.18972,-1.23722,110,13.11
Talensac,35331,35160,3,Montfort-sur-Meu,CC Montfort Communauté,2530,48.10889,-1.92528,75,21.78
Teillay,35332,35620,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1103,47.80722,-1.53833,70,26.62
le Theil-de-Bretagne,35333,35240,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,1720,47.92083,-1.42889,80,24.46
Thorigné-Fouillard,35334,35235,3,Liffré,Rennes Métropole,8631,48.15361,-1.58028,78,13.5
Thourie,35335,35134,1,La Guerche-de-Bretagne,Roche aux Fées Communauté,857,47.85583,-1.48083,55,24.56
le Tiercent,35336,35460,1,Val-Couesnon,CC Couesnon Marches de Bretagne,194,48.35083,-1.40361,80,3.66
Tinténiac,35337,35190,4,Combourg,CC Bretagne Romantique,3877,48.32944,-1.83361,40,23.43
Torcé,35338,35370,1,La Guerche-de-Bretagne,CA Vitré Communauté,1270,48.06194,-1.26611,90,14.23
Trans-la-Forêt,35339,35610,4,Dol-de-Bretagne,CC du Pays de Dol et de la Baie du Mont Saint-Michel,638,48.49639,-1.58806,90,15.18
Treffendel,35340,35380,3,Montfort-sur-Meu,CC Brocéliande Communauté,1327,48.04028,-2.00389,121,19.01
Trémeheuc,35342,35270,4,Combourg,CC Bretagne Romantique,349,48.42805,-1.69861,95,6.29
Tresbœuf,35343,35320,2,Bain-de-Bretagne,CC Bretagne Porte de Loire Communauté,1235,47.85528,-1.55667,98,25.65
Trévérien,35345,35190,4,Combourg,CC Bretagne Romantique,918,48.37139,-1.92833,17,12.26
